HS6,HS6_name,k,k_name_short,k_name,Sub_sector_name,Sector_name,Excluded_from,Reason
030729,"Scallops, incl. queen scallops, of the genera Pecten, Chlamys or Placopecten, smoked, dried, salted or in brine, even in shell",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030731,"Live, fresh or chilled, not smoked, mussels ""Mytilus spp., Perna spp."", with or without shell",030731,"Mussels, live/fresh","Live, fresh or chilled, not smoked, mussels ""Mytilus spp., Perna spp."", with or without shell",Fish & shellfish,Sea animal products,,
030732,"Mussels ""Mytilus spp., Perna spp."", frozen, even in shell",0307Xb,"Mussels, frozen/cured","Mussels ""Mytilus spp., Perna spp."", smoked, frozen, dried, salted or in brine, with or without shell",Fish & shellfish,Sea animal products,,
030739,"Mussels ""Mytilus spp., Perna spp."", smoked, dried, salted or in brine, even in shell",0307Xb,"Mussels, frozen/cured","Mussels ""Mytilus spp., Perna spp."", smoked, frozen, dried, salted or in brine, with or without shell",Fish & shellfish,Sea animal products,,
030741,"Live, fresh or chilled, not smoked, cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."" and squid ""Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp."", with or without shell",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030743,"Cuttle fish and squid, frozen, with or without shell",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030749,"Cuttle fish and squid, smoked, dried, salted or in brine, with or without shell",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030751,"Octopus ""Octopus spp."", live, fresh or chilled",030751,"Octopus, live/fresh","Octopus ""Octopus spp."", live, fresh or chilled",Fish & shellfish,Sea animal products,,
030752,"Octopus ""Octopus spp."", frozen",0307Xc,"Octopus, frozen/cured","Octopus ""Octopus spp."", frozen, smoked, frozen, dried, salted or in brine",Fish & shellfish,Sea animal products,,
030759,"Octopus ""Octopus spp."", smoked, dried, salted or in brine",0307Xc,"Octopus, frozen/cured","Octopus ""Octopus spp."", frozen, smoked, frozen, dried, salted or in brine",Fish & shellfish,Sea animal products,,
030760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without shell (excl. sea snails)",030760,Snails,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without shell (excl. sea snails)",Meat (except poultry),Animals & animal products,,
030771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030772,"Frozen, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030779,"Smoked, dried, salted or in brine, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030781,"Live, fresh or chilled, even in shell, abalone ""Haliotis spp.",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030782,"Live, fresh or chilled, even in shell, stromboid conchs ""Strombus spp.",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030783,"Frozen, even in shell, abalone ""Haliotis spp.",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030784,"Frozen, even in shell, stromboid conchs ""Strombus spp.",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030787,"Smoked, dried, salted or in brine, even in shell, abalone ""Haliotis spp.",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030788,"Smoked, dried, salted or in brine, even in shell, stromboid conchs ""Strombus spp.",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030789,"Smoked, frozen, dried, salted or in brine, abalone ""Haliotis spp."", even in shell",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, Chlamys or Placopecten, mussels ""Mytilus spp., Perna spp."", cuttle fish and squid, octopus ""Octopus spp."", snails other than sea snails, clams, cockles and ark shells, abalone and stromboid conchs); fresh or chilled flours, meals and pellets of molluscs, fit for human consumption",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or Placopecten, mussels ""Mytilus spp., Perna spp."", cuttle fish and squid, octopus ""Octopus spp."", snails other than sea snails, clams, cockles and ark shells, abalone and stromboid conchs); flours, meals and pellets of molluscs, frozen, fit for human consumption",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the genera Pecten, Chlamys or Placopecten, mussels ""Mytilus spp., Perna spp."", cuttle fish and squid, octopus ""Octopus spp."", snails other than sea snails, clams, cockles and ark shells, abalone and stromboid conchs); flours, meals and pellets of molluscs, smoked, dried, salted or in brine, fit for human consumption",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
030811,"Live, fresh or chilled, sea cucumbers ""Stichopus japonicus, Holothurioidea",03XXXX,"Aquatic invertebrates & edible meals, n.e.s.","Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates n.e.s.; all flours, meals and pellets of aquatic invertebrates, fit for human consumption",Fish & shellfish,Sea animal products,,
